ts,lp,votes,emissions,bribes,fees,chain_id,chain_name,chain_key,bribes_usd,fees_usd,total_incentives_usd
1769040000,0x10df8a154C806f74C589466214b1C831c2315173,108691.35155699309,0.001017680743942314,[],"[('0x4200000000000000000000000000000000000006', 227436498443165), ('0xC26921B5b9ee80773774d36C84328ccb22c3a819', 6933561766596508404902172)]",10,Optimism,op,0.0,35.33,35.33
1769040000,0x0af32614EEa68B8D2232B9592FbdB6512ab6DA73,147258.08007879747,0.001618635262681386,[],"[('0x74ccbe53F77b08632ce0CB91D3A545bF6B8E0979', 509116283291296261766), ('0x9560e827aF36c94D2Ac33a39bCE1Fe78631088Db', 476598484022994499046)]",10,Optimism,op,0.0,16.8,16.8
1769040000,0x814e2d6E8f7477329BB6C196111A08464ABE11DD,214926.89533502664,0.002197231337947347,[],"[('0x4200000000000000000000000000000000000006', 2933852103727328), ('0x74ccbe53F77b08632ce0CB91D3A545bF6B8E0979', 1614456109816339646916)]",10,Optimism,op,0.0,32.49,32.49
1769040000,0xa8E4fA96327C5a93e159Bd781F3CCfD860519d82,869355.4339176591,0.008139865127444999,[],"[('0x4200000000000000000000000000000000000006', 397923226558299), ('0x9a2e53158e12BC09270Af10C16A466cb2b5D7836', 657308540731496488)]",10,Optimism,op,0.0,1.49,1.49
1769040000,0xB545592E38b603F4A904a5260A6ffC538BfcB424,61080.9344421996,0.00063587574289338,[],"[('0x00a35FD824c717879BF370E70AC6868b95870Dfb', 600185123570888545), ('0x4200000000000000000000000000000000000006', 16588623771176)]",10,Optimism,op,0.0,0.22,0.22
1769040000,0x88391365c225973032275DB256b9D15F845D2C72,3886100.1992733586,0.03638595936678568,[],"[('0x4200000000000000000000000000000000000006', 2775734783549405), ('0xc3864f98f2a61A7cAeb95b039D031b4E2f55e0e9', 371035023731348854065)]",10,Optimism,op,0.0,16.61,16.61
1769040000,0xa80ad5C1f8C21b34b427EA432530aE7fF36e3926,1470950.8143964785,0.013772801758633676,[],"[('0x9560e827aF36c94D2Ac33a39bCE1Fe78631088Db', 167732978270970697111), ('0xc38464250F51123078BBd7eA574E185F6623d037', 45904321257179522880)]",10,Optimism,op,0.0,4.06,4.06
1769040000,0xDB1FE6DA83698885104DA02A6e0b3b65c0B0dE80,1320822.7440241422,0.01236712311091305,[],"[('0x395Ae52bB17aef68C2888d941736A71dC6d4e125', 62529875974481210125), ('0x4200000000000000000000000000000000000006', 3388263286948398)]",10,Optimism,op,0.0,15.48,15.48
1769040000,0x4ffCFbF4c01746DAfc3fe0719Ab3A83814130f22,22951.138040483205,0.000214896019141405,[],"[('0x4200000000000000000000000000000000000006', 10849980100012), ('0xFdb794692724153d1488CcdBE0C56c252596735F', 80135616760401115)]",10,Optimism,op,0.0,0.08,0.08
1769040000,0xa08fB94A933eAEa787F8191a5a980C4403Dc015C,2129758.6428493336,0.019941349020385572,[],"[('0x9560e827aF36c94D2Ac33a39bCE1Fe78631088Db', 344482591438086125543), ('0xa50B23cDfB2eC7c590e84f403256f67cE6dffB84', 14115169902211613690148)]",10,Optimism,op,0.0,7.91,7.91
1769040000,0x6e57B9E54ea043a829584B22182ad22bF446926C,71726.03787110776,0.000686566113197462,[],"[('0x6c84a8f1c29108F47a79964b5Fe888D4f4D0dE40', 193025627201045)]",10,Optimism,op,0.0,17.09,17.09
1769040000,0xadBB23Bcc3C1B9810491897cb0690Cf645B858b1,33512.15586773884,0.000324977339380366,[],"[('0x4200000000000000000000000000000000000006', 725225791348732), ('0x6c84a8f1c29108F47a79964b5Fe888D4f4D0dE40', 19990837576687)]",10,Optimism,op,0.0,3.9,3.9
1769040000,0xe9b168fa9409EaFFa07679196c7568317baf80eD,32797.17387313844,0.000307089436238415,[],"[('0x2E3D870790dC77A83DD1d18184Acc7439A53f475', 657928245360341071), ('0x4200000000000000000000000000000000000042', 2397275130731200296)]",10,Optimism,op,0.0,1.36,1.36
1769040000,0x2fE304b407c7fAb2a3c10962F14dB751468a4f5b,63242.22664660703,0.000609261399714058,[],"[('0x4200000000000000000000000000000000000042', 15752786060199502697), ('0x6806411765Af15Bddd26f8f544A34cC40cb9838B', 1595067549034565)]",10,Optimism,op,0.0,9.28,9.28
1769040000,0x477Fa18B063B7728409570D274f7a055e3da0D6E,99514.60286338274,0.000931784043619536,[],"[('0x2dAD3a13ef0C6366220f989157009e501e7938F8', 219470751260289995491), ('0x7F5c764cBc14f9669B88837ca1490cCa17c31607', 3584760)]",10,Optimism,op,0.0,6.08,6.08
1769040000,0x439c8a3704bDF52fec25bc271D67BaA2Bd204104,25414.48113785634,0.000237963146309633,[],"[('0x2dAD3a13ef0C6366220f989157009e501e7938F8', 98251228529763356907), ('0x9560e827aF36c94D2Ac33a39bCE1Fe78631088Db', 97151180713137821439)]",10,Optimism,op,0.0,3.01,3.01
1769040000,0x723AEf6543aecE026a15662Be4D3fb3424D502A9,21560.287346673755,0.000167772762204154,[],"[('0x236aa50979D5f3De3Bd1Eeb40E81137F22ab794b', 125814196168114), ('0xd9aAEc86B65D86f6A7B5B1b0c42FFA531710b6CA', 6922948)]",8453,Base,base,0.0,18.05,18.05
1769040000,0x2722C8f9B5E2aC72D1f225f8e8c990E449ba0078,10039.947332180793,7.8126495682538e-05,[],"[('0x236aa50979D5f3De3Bd1Eeb40E81137F22ab794b', 141340948317633), ('0x4200000000000000000000000000000000000006', 5573433241849699)]",8453,Base,base,0.0,28.88,28.88
1769040000,0x0B25c51637c43decd6CC1C1e3da4518D54ddb528,3169.3131007108486,2.4662213663775e-05,[],"[('0x4621b7A9c75199271F773Ebd9A499dbd165c3191', 687720920965858169), ('0xd9aAEc86B65D86f6A7B5B1b0c42FFA531710b6CA', 953535)]",8453,Base,base,0.0,1.64,1.64
1769040000,0x2d25E0514f23c6367687dE89Bd5167dc754D4934,206839.96327511597,0.001583319066056488,[],"[('0x4200000000000000000000000000000000000006', 15350551395431212), ('0xF544251D25f3d243A36B07e7E7962a678f952691', 896457941521656993257)]",8453,Base,base,0.0,86.06,86.06
1769040000,0x75D18ee68bB93BE5cB2dcCFa0d8151E25CBC8Eb8,72647.47387911269,0.000565317417675835,[],"[('0x4200000000000000000000000000000000000006', 488440864044314), ('0xc5102fE9359FD9a28f877a67E36B0F050d81a3CC', 649770214538858631714)]",8453,Base,base,0.0,2.29,2.29
1769040000,0x9e4CB8b916289864321661CE02cf66aa5BA63C94,1045059.6447247243,0.00813230640811349,[],"[('0x4200000000000000000000000000000000000006', 3600672812089360), ('0xDE5ed76E7c05eC5e4572CfC88d1ACEA165109E44', 3859071636723824842)]",8453,Base,base,0.0,25.41,25.41
1769040000,0x2223F9FE624F69Da4D8256A7bCc9104FBA7F8f75,169112.70401654558,0.001322776033961617,[],"[('0x940181a94A35A4569E4529A3CDfB74e38FD98631', 608754440652030326390), ('0xd9aAEc86B65D86f6A7B5B1b0c42FFA531710b6CA', 155475729)]",8453,Base,base,0.0,431.31,431.31
1769040000,0x7f670f78B17dEC44d5Ef68a48740b6f8849cc2e6,1484085.2773885927,0.01166980392925942,[],"[('0x4200000000000000000000000000000000000006', 401802293612829800), ('0x940181a94A35A4569E4529A3CDfB74e38FD98631', 4893819450608712305403)]",8453,Base,base,0.0,3398.63,3398.63
1769040000,0xB4885Bc63399BF5518b994c1d0C153334Ee579D0,119204.77905916047,0.000927621294798583,[],"[('0x4200000000000000000000000000000000000006', 39771814123461711), ('0xd9aAEc86B65D86f6A7B5B1b0c42FFA531710b6CA', 93181299)]",8453,Base,base,0.0,209.85,209.85
